순번	대학(원)	학과(부)	학년	이수구분	학수번호	교과목명	교과목명(영문)	담당교수	강의실	시간표	수업방법관리	Teaching Method	학점
280	자연과학대학	패션산업학과	3	전공필수	0008667001	현대패션이해	Understanding Contemporary Fashion	박은경	가상건물-200 온라인강의실[ZZ200]	" [ZZ200:수(8B-9),목(5B-6)]"	온라인(동영상+화상)	online class	3
281	자연과학대학	패션산업학과	3	전공선택	0001399001	테일러링	Tailoring	박진희	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	" [SF329:화(6)(7),수(6)(7)]"	오프라인	offline class	3
282	자연과학대학	패션산업학과	3	전공선택	0006022001	패션커뮤니케이션	Fashion Communications	박지선	제5호관 자연과학대학·생명과학기술대학-421 강의실(소)-4[SF421]	" [SF421:수(5),목(3)(4)]"	온라인(동영상)+오프라인	online + offline class	3
283	자연과학대학	패션산업학과	3	전공선택	0006027001	공연의상디자인	Stage Costume Design	장인우	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	" [SF329:월(6)(7),수(3)(4)]"	오프라인	offline class	3
284	자연과학대학	패션산업학과	3	전공선택	0006029001	패션정보와 상품기획	Fashion Information & Merchandising	김선희	제5호관 자연과학대학·생명과학기술대학-420 강의실(중)-4[SF420]	" [SF420:수(1-2A),목(8B-9)]"	오프라인	offline class	3
285	자연과학대학	패션산업학과	3	전공선택	0007802013	진로설계세미나 I	Career - Design Seminar I	김선희	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	 [SF329:목(7)]	오프라인	offline class	1
286	자연과학대학	패션산업학과	3	전공선택	0008668001	패션디자인프로세스	Fashion Design Process	이혜주	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	 [SF329:월(1)(2)(3)(4)]	오프라인	offline class	3
287	자연과학대학	패션산업학과	4	전공선택	0008670001	캡스톤패션디자인	Capstone Fashion Design	김선희	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	" [SF329:화(1)(2),금(1)(2)]"	오프라인	offline class	3
288	자연과학대학	패션산업학과	4	전공선택	0008670002	캡스톤패션디자인	Capstone Fashion Design	이현승	제5호관 자연과학대학·생명과학기술대학-329 입체구성실[SF329]	" [SF329:화(3)(4),금(8)(9)]"	오프라인	offline class	3
289	자연과학대학	패션산업학과	4	전공선택	0008671001	패션머천다이징	Fashion Merchandising Management  	김선우	제5호관 자연과학대학·생명과학기술대학-420 강의실(중)-4[SF420]	 [SF420:월(2B-3)(4-5A)]	오프라인	offline class	3
290	자연과학대학	패션산업학과	4	전공선택	BLB6048001	섬유와첨단과학	HIGH -TECH FIBERS AND NEW TECHNOLOGY	안춘순	제5호관 자연과학대학·생명과학기술대학-420 강의실(중)-4[SF420]	" [SF420:월(1-2A),화(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
291	자연과학대학	해양학과	1	교양필수	XAA1358001	대학수학(1)	CALCULUS(1)	김기태	제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[SF103]	 [SF103:수(5)(6)(7)]	오프라인	offline class	3
292	자연과학대학	해양학과	1	전공기초	0007800001	자기설계세미나 I	Self - Design Seminar I	김승규	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	 [SF527:목(8)]	오프라인	offline class	1
293	자연과학대학	해양학과	1	전공기초	0007800002	자기설계세미나 I	Self - Design Seminar I	정창범	제5호관 자연과학대학·생명과학기술대학-336 강의실[SF336]	 [SF336:목(8)]	오프라인	offline class	1
294	자연과학대학	해양학과	1	전공기초	XAA1168001	일반물리학(1)	GENERAL PHYSICS(1)	문병희	제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]	 [SF335:화(5)(6)]	오프라인	offline class	2
295	자연과학대학	해양학과	1	전공기초	XAA1171001	일반물리학실험(1)	LABORATORY IN GENERAL PHYSICS(1)	김준호	제5호관 자연과학대학·생명과학기술대학-112 공통물리실험실-1[SF112]	 [SF112:수(2)(3)]	오프라인	offline class	1
296	자연과학대학	해양학과	1	전공기초	XAA1171002	일반물리학실험(1)	LABORATORY IN GENERAL PHYSICS(1)	권남오	제5호관 자연과학대학·생명과학기술대학-115 공통물리실험실-3[SF115]	 [SF115:수(2)(3)]	오프라인	offline class	1
297	자연과학대학	해양학과	1	전공기초	XAA1175001	일반생물학(1)	GENERAL BIOLOGY(1)	김장균	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	 [SF527:목(5)(6)]	오프라인	offline class	2
298	자연과학대학	해양학과	1	전공기초	XAA1178001	일반생물학실험(1)	LABORATORY IN GENERAL BIOLOGY(1)	김장균	제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432]	 [SF432:목(1)(2)]	오프라인	offline class	1
299	자연과학대학	해양학과	1	전공기초	XAA1178002	일반생물학실험(1)	LABORATORY IN GENERAL BIOLOGY(1)	김장균	제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432]	 [SF432:목(3)(4)]	오프라인	offline class	1
300	자연과학대학	해양학과	1	전공기초	XAA1184001	일반화학(1)	GENERAL CHEMISTRY(1)	김태현	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	 [SF527:화(3)(4)]	오프라인	offline class	2
301	자연과학대학	해양학과	1	전공기초	XAA1187001	일반화학실험(1)	GENERAL CHEMISTRY LABORATORY(1)	강동구	제5호관 자연과학대학·생명과학기술대학-504 일반화학실험실[SF504]	 [SF504:월(1)(2)]	오프라인	offline class	1
302	자연과학대학	해양학과	1	전공기초	XAA1187002	일반화학실험(1)	GENERAL CHEMISTRY LABORATORY(1)	임태은	제5호관 자연과학대학·생명과학기술대학-504 일반화학실험실[SF504]	 [SF504:월(3)(4)]	오프라인	offline class	1
303	자연과학대학	해양학과	2	전공필수	0004957001	화학해양학 및 실험	Chemistry Marine and Experiment	김승규	"제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF432:화(5)(6)] [SF527:월(6)(7)]	오프라인	offline class	3
304	자연과학대학	해양학과	2	전공필수	0005960001	해양무척추생물학	Marine invertebrates	이재성	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	" [SF527:월(4-5A),수(1-2A)]"	오프라인	offline class	3
305	자연과학대학	해양학과	2	전공선택	0003808001	수환경보존학	Aquatic Environmental Conservation	김연정	"제5호관 자연과학대학·생명과학기술대학-336 강의실[SF336], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF336:화(8B-9)] [SF527:월(8B-9)]	오프라인	offline class	3
306	자연과학대학	해양학과	2	전공선택	0006094001	해양연구및실습	Marine Excursion	김연정	"제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF432:금(7)(8)] [SF527:(3)(4)]	오프라인	offline class	3
307	자연과학대학	해양학과	2	전공선택	0010052001	동물플랑크톤 및 실험	Zooplankton	정창범	"제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF432:금(5)(6)] [SF527:수(5)(6)]	오프라인	offline class	3
308	자연과학대학	해양학과	2	전공선택	0010455001	해수순환의이해	Ocean Circulation	김일남	"제5호관 자연과학대학·생명과학기술대학-336 강의실[SF336], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF336:화(2B-3)] [SF527:월(2B-3)]	오프라인	offline class	3
309	자연과학대학	해양학과	2	전공선택	BKD6004001	생물통계학	BIOSTATISTICS	박지혜	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	 [SF527:수(7-8A)(8B-9)]	오프라인	offline class	3
310	자연과학대학	해양학과	3	전공필수	0003816001	조류생리생태학및실험	Algal Ecophysiology	박지혜	"제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF432:금(3)(4)] [SF527:(1)(2)]	오프라인	offline class	3
311	자연과학대학	해양학과	3	전공필수	0010053001	해양환경생리학	Marine Environmental Physiology	정창범	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	" [SF527:화(5B-6),목(2B-3)]"	오프라인	offline class	3
312	자연과학대학	해양학과	3	전공선택	0006095001	해양오염론및실험	Marine Pollution and Experiment	김승규	"제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432], 제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]"	 [SF432:수(6)(7)] [SF527:화(1)(2)]	오프라인	offline class	3
313	자연과학대학	해양학과	3	전공선택	0006867001	양식과환경	Aquaculture and the Environment (with lab)	김장균	"제5호관 자연과학대학·생명과학기술대학-336 강의실[SF336], 제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432]"	 [SF336:수(4)(5)] [SF432:목(7)(8)]	오프라인	offline class	3
314	자연과학대학	해양학과	3	전공선택	0006944001	해양분자생물학및실험	Marine Molecular biology and Experiment	김연정	"제5호관 자연과학대학·생명과학기술대학-336 강의실[SF336], 제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432]"	 [SF336:월(2)(3)] [SF432:수(2)(3)]	오프라인	offline class	3
315	자연과학대학	해양학과	4	전공선택	0003791001	해양산업이슈	Marine Industrial Issue	김일남	제5호관 자연과학대학·생명과학기술대학-527 강의실[SF527]	 [SF527:화(7)(8)]	오프라인	offline class	2
316	자연과학대학	해양학과	4	전공선택	0009391001	캡스톤디자인2	Capstone Design 2	김장균	제5호관 자연과학대학·생명과학기술대학-432 실험실습실[SF432]	" [SF432:월(0),화(0),수(0),목(0)]"	오프라인	offline class	2
317	사회과학대학	사회복지학과	1	전공기초	0002794001	사회과학과사회복지	SOCIAL SCIENCE AND SOCIAL WELFARE 	전용호	"제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204], 제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]"	 [SN204:수(7)(8)] [SN205:월(8)]	온라인(동영상+화상)+오프라인	online + offline class	3
318	사회과학대학	사회복지학과	1	전공기초	0007800093	자기설계세미나 I	Self - Design Seminar I	이영수	제13호관 사회과학·글로벌정경대학-405 연구용실험실-2[SN405]	 [SN405:수(4)]	오프라인	offline class	1
319	사회과학대학	사회복지학과	1	전공기초	0007800094	자기설계세미나 I	Self - Design Seminar I	전용호	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:월(9)]	오프라인	offline class	1
320	사회과학대학	사회복지학과	1	전공필수	0010055001	사회복지학개론	INTRODUCTION TO SOCIAL WELFARE	송다영	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	" [SN208:수(2B-3),목(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
321	사회과학대학	사회복지학과	2	전공필수	CGB6007001	사회복지조사론	RESEARCH METHODS FOR SOCIAL WELFARE	이영수	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	" [SN208:수(9),목(3)(4)]"	온라인(동영상+화상)+오프라인	online + offline class	3
322	사회과학대학	사회복지학과	2	전공필수	CGB6012001	사회복지실천론	SOCIAL WORK PRACTICE THEORIES	김혜미	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	" [SN208:화(2)(3),금(0)]"	온라인(동영상+화상)+오프라인	online + offline class	3
323	사회과학대학	사회복지학과	2	전공선택	CGB6003001	사회문제론	SOCIAL PROBLEMS	전용호	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	" [SN205:월(6)(7),수(6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
324	사회과학대학	사회복지학과	2	전공선택	CGB6004001	아동복지론	CHILD WELFARE	정선영	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	" [SN205:수(1-2A),목(1-2A)]"	오프라인	offline class	3
325	사회과학대학	사회복지학과	2	전공선택	CGB6015001	가족복지론	SOCIAL WORK WITH FAMILIES	김정연	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:화(7-8A)(8B-9)]	오프라인	offline class	3
326	사회과학대학	사회복지학과	3	전공필수	CGB6016001	사회복지행정론	SOCIAL WELFARE ADMINISTRATION	권정호	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	" [SN208:월(0),화(7)(8)]"	온라인(동영상+화상)+오프라인	online + offline class	3
327	사회과학대학	사회복지학과	3	전공선택	0001409001	다문화가족복지의이론과실제	Theories and Practices of Social Welfare for Multi-Cultural Families	김정연	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:화(4-5A)(5B-6)]	오프라인	offline class	3
328	사회과학대학	사회복지학과	3	전공선택	CGB6009001	청소년복지론	YOUTH WELFARE	윤용희	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:수(7-8A)(8B-9)]	오프라인	offline class	3
329	사회과학대학	사회복지학과	3	전공선택	CGB6014001	장애인복지론	SOCIAL SERVICES FOR THE HANDICAPPED	이병화	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:목(7-8A)(8B-9)]	오프라인	offline class	3
330	사회과학대학	사회복지학과	3	전공선택	CGB6023001	프로그램개발과평가	PROGRAM DEVELOPMENT AND EVALUATION	정선영	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	" [SN205:화(2B-3),수(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
331	사회과학대학	사회복지학과	4	전공필수	0010057001	사회복지법제와 실천	SOCIAL WELFARE LAWS  AND PRACTICE	이은아	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	 [SN208:수(4-5A)(5B-6)]	온라인(동영상+화상)+오프라인	online + offline class	3
332	사회과학대학	사회복지학과	4	전공선택	0010058001	복지국가론	Welfare State	이은아	제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205]	 [SN205:목(4-5A)(5B-6)]	오프라인	offline class	3
333	사회과학대학	신문방송학과	전학년	전공선택	0009062001	RISE	RISE	김태민	제13호관 사회과학·글로벌정경대학-305 연구용실험실-3[SN305]	" [SN305:수(2)(3),목(0)]"	오프라인	offline class	3
334	사회과학대학	신문방송학과	1	전공필수	0008682001	휴먼커뮤니케이션입문	Introduction to Human Communication	김은이	제13호관 사회과학·글로벌정경대학-207 강의실(소)[SN207]	" [SN207:화(2)(3),금(5)]"	온라인(동영상+화상)	online class	3
335	사회과학대학	신문방송학과	1	전공선택	0008683001	영상제작실습기초	Introduction to Video Production	임소연	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	 [SN102:월(2B-3)(4-5A)]	오프라인	offline class	3
336	사회과학대학	신문방송학과	1	전공선택	0008685001	디지털시대글쓰기내게맡겨라	Digital Writing	유우현	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:월(5B-6),수(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
337	사회과학대학	신문방송학과	1	전공선택	0010063001	퍼블릭스피킹1	Public Speaking1	김은이	제13호관 사회과학·글로벌정경대학-305 연구용실험실-3[SN305]	" [SN305:화(5),목(2)(3)]"	오프라인	offline class	3
338	사회과학대학	신문방송학과	2	전공선택	0008688001	영화의이해	Understanding Movies	이동후	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:화(7-8A),수(7-8A)]"	오프라인	offline class	3
339	사회과학대학	신문방송학과	2	전공선택	0008689001	저널리즘이해	Understanding Journalism	반현	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	" [SN104:화(2B-3),수(2B-3)]"	온라인(동영상+화상)	online class	3
340	사회과학대학	신문방송학과	2	전공선택	0008702001	뉴미디어의이해	Understanding New Media	유우현	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:화(5B-6),목(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
341	사회과학대학	신문방송학과	2	전공선택	0008703001	광고입문	Principles of Advertising	박진성	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:화(0),목(2)(3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
342	사회과학대학	신문방송학과	2	전공선택	CFD6095001	디지털영상제작(1)	DIGITAL EDITING(1)	-	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	 [SN102:금(2)(3)(4)]	오프라인	offline class	3
343	사회과학대학	신문방송학과	3	전공선택	0008690001	미디어리서치실습	Media Research Workshop	반현	제13호관 사회과학·글로벌정경대학-209 컴퓨터실[SN209]	" [SN209:화(5B-6),수(5B-6)]"	온라인(동영상+화상)	online class	3
344	사회과학대학	신문방송학과	3	전공선택	0008691001	매체전략	Media Strategies	박진성	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	" [SN104:월(0),수(7)(8)]"	온라인(동영상)+오프라인	online + offline class	3
345	사회과학대학	신문방송학과	3	전공선택	0008692001	글로벌미디어와한류	Global Media and Korean Wave	이동후	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:화(2B-3),수(2B-3)]"	오프라인	offline class	3
346	사회과학대학	신문방송학과	3	전공선택	0008695001	글로벌PR	Global Public Relations	김현희	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	" [SN104:화(7-8A),목(7-8A)]"	오프라인	offline class	3
347	사회과학대학	신문방송학과	3	전공선택	0008711001	소셜미디어와네트워크사회	Social Media and Network Society	김은이	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	" [SN104:목(5)(6),금(4)]"	오프라인	offline class	3
348	사회과학대학	신문방송학과	4	전공선택	0008694001	스페셜토픽1	Special Topics 1	오세성	제13호관 사회과학·글로벌정경대학-209 컴퓨터실[SN209]	 [SN209:목(5B-6)(7-8A)]	온라인(동영상+화상)	online class	3
349	사회과학대학	신문방송학과	4	전공선택	0008697001	미디어생태계탐색	Explorations in Media Ecology	이동후	제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[SN101]	" [SN101:화(5B-6),수(5B-6)]"	오프라인	offline class	3
350	사회과학대학	신문방송학과	4	전공선택	0008716001	소셜미디어와전략커뮤니케이션	Social Media in Strategic Communication	김현희	제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102]	" [SN102:화(4-5A),목(4-5A)]"	오프라인	offline class	3
351	사회과학대학	문헌정보학과	1	전공기초	0001290001	문헌정보학개론	Introduction to the Library and Information Sciences	김규환	"제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107], 제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]"	 [SN107:화(2B-3)] [SN208:월(2B-3)]	온라인(동영상+화상)+오프라인	online + offline class	3
352	사회과학대학	문헌정보학과	1	전공기초	0001291001	서지학개론	Introduction to Bibliography	오용섭	"제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[SN101], 제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]"	 [SN101:화(7-8A)] [SN107:월(7-8A)]	온라인(동영상+화상)+오프라인	online + offline class	3
353	사회과학대학	문헌정보학과	1	전공기초	0007800003	자기설계세미나 I	Self - Design Seminar I	박종도	제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[SN101]	 [SN101:수(4)]	온라인(동영상+화상)+오프라인	online + offline class	1
354	사회과학대학	문헌정보학과	1	전공기초	0007800004	자기설계세미나 I	Self - Design Seminar I	왕린	제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204]	 [SN204:수(4)]	온라인(동영상+화상)+오프라인	online + offline class	1
355	사회과학대학	문헌정보학과	1	전공선택	0007856001	미디어와출판	Media and Publication	이문학	제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204]	" [SN204:월(5B-6),목(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
356	사회과학대학	문헌정보학과	2	전공필수	0001673001	자료목록법	Cataloging	박종도	제29호관 생명과학기술대학-209 전산실습실[SY3209]	" [SY3209:월(5B-6),화(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
357	사회과학대학	문헌정보학과	2	전공필수	0001674001	자료분류법	Classification	김규환	제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204]	" [SN204:화(8B-9),수(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
358	사회과학대학	문헌정보학과	2	전공선택	0001675001	공공도서관경영	Public Library Management	황정의	제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204]	 [SN204:월(2B-3)(4-5A)]	온라인(동영상+화상)+오프라인	online + offline class	3
359	사회과학대학	문헌정보학과	2	전공선택	0001683001	전공한문강독(2)	Readings in Chinese Texts(2)	진나영	제29호관 생명과학기술대학-209 전산실습실[SY3209]	 [SY3209:목(6)(7)(8)]	온라인(동영상+화상)+오프라인	online + offline class	3
360	사회과학대학	문헌정보학과	3	전공필수	0001689001	기록관리	Records Management and Archives	황정의	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	 [SN104:월(6)(7)(8)]	온라인(동영상+화상)+오프라인	online + offline class	3
361	사회과학대학	문헌정보학과	3	전공필수	0001690001	도서및도서관사	Introduction to Library & Information Science	김혜경	제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]	 [SN107:월(2B-3)(4-5A)]	온라인(동영상+화상)+오프라인	online + offline class	3
362	사회과학대학	문헌정보학과	3	전공필수	0009395001	정보시스템구축론	Building Information System for Libraries	박종도	제29호관 생명과학기술대학-209 전산실습실[SY3209]	" [SY3209:화(2B-3),수(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
363	사회과학대학	문헌정보학과	3	전공선택	0001691001	어린이청소년자료	Information Sources for Children and Young Adult	왕린	제13호관 사회과학·글로벌정경대학-204 강의실(소)[SN204]	" [SN204:화(1-2A),수(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
364	사회과학대학	문헌정보학과	4	전공선택	0001701001	저작권	Copyright	이문학	"제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104], 제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]"	 [SN104:화(5B-6)] [SN107:목(7-8A)]	온라인(동영상+화상)+오프라인	online + offline class	3
365	사회과학대학	문헌정보학과	4	전공선택	0001703001	고문헌관리	Management of Classical Materials	진나영	제29호관 생명과학기술대학-209 전산실습실[SY3209]	 [SY3209:목(2B-3)(4-5A)]	온라인(동영상+화상)+오프라인	online + offline class	3
366	사회과학대학	문헌정보학과	4	전공선택	0001706001	정보처리	Information Processing	박종도	제29호관 생명과학기술대학-209 전산실습실[SY3209]	" [SY3209:월(8B-9),화(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
367	사회과학대학	문헌정보학과	4	전공선택	0006670001	유저인터페이스	User Interface	왕린	"제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106], 가상건물-200 온라인강의실[ZZ200]"	 [SN106:월(2)(3)] [ZZ200:목(6)]	온라인(동영상+화상)+오프라인	online + offline class	3
368	사회과학대학	창의인재개발학과	1	전공필수	0004974001	인적자원개발론	Theories of Human Resource Development	김태성	"제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208], 가상건물-200 온라인강의실[ZZ200]"	 [SN208:목(7)(8)] [ZZ200:화(0)]	온라인(동영상+화상)+오프라인	online + offline class	3
369	사회과학대학	창의인재개발학과	1	전공선택	0001199001	원격교육론	DISTANCE EDUCATION	김미화	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	 [SN206:화(1)(2)(3)]	오프라인	offline class	3
370	사회과학대학	창의인재개발학과	1	전공선택	0001200001	창의적인재와교육	Creative Human Resource & Education	한기순	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	" [SN206:수(7)(8),목(6)]"	오프라인	offline class	3
371	사회과학대학	창의인재개발학과	1	전공선택	0007800065	자기설계세미나 I	Self - Design Seminar I	이민욱	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	 [SN206:목(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
372	사회과학대학	창의인재개발학과	1	전공선택	0007800090	자기설계세미나 I	Self - Design Seminar I	임정훈	제13호관 사회과학·글로벌정경대학-304 공동세미나실[SN304]	 [SN304:화(5)]	오프라인	offline class	1
373	사회과학대학	창의인재개발학과	1	전공선택	0010509001	상담심리학	Counseling Psychology	이은설	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	" [SN206:월(5B-6),수(5B-6)]"	오프라인	offline class	3
374	사회과학대학	창의인재개발학과	2	전공필수	0001202001	교수설계론	Theories of Instructional Design	임정훈	"제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208], 가상건물-200 온라인강의실[ZZ200]"	 [SN208:수(7-8A)] [ZZ200:월(야1-2A)]	온라인(동영상+화상)+오프라인	online + offline class	3
375	사회과학대학	창의인재개발학과	2	전공선택	0001720001	심리측정및평가	Psychological Testing and Evaluation	박선영	제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[SN104]	 [SN104:수(4-5A)(5B-6)]	온라인(동영상+화상)+오프라인	online + offline class	3
376	사회과학대학	창의인재개발학과	2	전공선택	0001738001	전략적HRD세미나	Seminar in Human Resources Development	김홍묵	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	 [SN206:월(2)(3)(4)]	온라인(동영상+화상)+오프라인	online + offline class	3
377	사회과학대학	창의인재개발학과	2	전공선택	0006783001	인적자원개발및관리	Human Resource Development and Human Resource Management	김동주	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	 [SN206:수(1-2A)(2B-3)]	오프라인	offline class	3
378	사회과학대학	창의인재개발학과	2	전공선택	0009401001	인적자원자료분석의실제	Practice of Human Resources Data Analysis	이민욱	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	" [SN206:화(7-8A),목(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
379	사회과학대학	창의인재개발학과	3	전공필수	0006779001	조직행동과HRD	Organizational Behavior & Human Resources Development	김동주	제13호관 사회과학·글로벌정경대학-208 강의실(소)[SN208]	 [SN208:금(1-2A)(2B-3)]	오프라인	offline class	3
380	사회과학대학	창의인재개발학과	3	전공선택	0001734001	집단상담	Group Counseling	이지연	제13호관 사회과학·글로벌정경대학-304 공동세미나실[SN304]	" [SN304:화(2)(3),수(2)]"	오프라인	offline class	3
381	사회과학대학	창의인재개발학과	3	전공선택	0006781001	경력개발과 HRD	Career Development & Human Resource Development	박용호	"제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[SN102], 가상건물-200 온라인강의실[ZZ200]"	 [SN102:월(7)(8)] [ZZ200:목(0)]	온라인(동영상+화상)+오프라인	online + offline class	3
382	사회과학대학	창의인재개발학과	3	전공선택	0009400001	데이터 기반 평가	Data-Based Evaluation	김태성	제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]	" [SN206:화(8B-9),목(2B-3)]"	오프라인	offline class	3
383	사회과학대학	창의인재개발학과	4	전공선택	0006782001	직업교육과 HRD	Vocational Education & Human Resource Development	이민욱	"제13호관 사회과학·글로벌정경대학-106 강의실(소)-5[SN106], 제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]"	 [SN106:목(2B-3)] [SN206:화(5B-6)]	온라인(동영상+화상)+오프라인	online + offline class	3
384	사회과학대학	창의인재개발학과	4	전공선택	0007847001	진로상담	Career Guidance and Counseling	이은설	"제13호관 사회과학·글로벌정경대학-205 강의실(소)[SN205], 제13호관 사회과학·글로벌정경대학-206 강의실(소)[SN206]"	 [SN205:월(4-5A)] [SN206:수(4-5A)]	오프라인	offline class	3
385	글로벌정경대학	행정학과	1	전공기초	0007800005	자기설계세미나 I	Self - Design Seminar I	김동원	제13호관 사회과학·글로벌정경대학-107 강의실(소)-6[SN107]	 [SN107:화(9)]	온라인(동영상+화상)+오프라인	online + offline class	1
